example_id,machine_id,machine_type,plant_area,shift,temperature_c,vibration_mm_s,pressure_bar,rpm,noise_db,oil_quality_pct,hours_since_service,error_code,technician_note,sensor_summary,machine_report,system_prompt,user_prompt,assistant_response,recommended_action,severity
ollama-ex-01841,MLD-1841,injection molder,utilities,night,93.3,3.4,7.5,1589,85.8,66.6,245,TEMP-410,drive current is high while pressure and rpm remain above normal,stress pattern during peak operation,"Machine MLD-1841 is an injection molder in the utilities area on the night shift. Sensors report temperature 93.3 C, vibration 3.4 mm/s, pressure 7.5 bar, rpm 1589, noise 85.8 dB, oil quality 66.6 percent, and 245 hours since service. Error code: TEMP-410. Operator note: drive current is high while pressure and rpm remain above normal. Summary: stress pattern during peak operation.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: MLD-1841
Machine type: injection molder
Plant area: utilities
Shift: night
Temperature C: 93.3
Vibration mm/s: 3.4
Pressure bar: 7.5
RPM: 1589
Noise dB: 85.8
Oil quality percent: 66.6
Hours since service: 245
Error code: TEMP-410
Technician note: drive current is high while pressure and rpm remain above normal
Sensor summary: stress pattern during peak operation","{""confidence"": 0.84, ""immediate_steps"": [""Lower machine load by 20 percent."", ""Check cooling airflow and drive current."", ""Pause continuous batches if the warning repeats.""], ""maintenance_plan"": ""Inspect the cooling path and drive system after the machine stabilizes at a lower load."", ""recommended_action"": ""reduce_load"", ""root_cause_hypothesis"": ""The machine is likely being pushed beyond a safe continuous operating load."", ""safety_note"": ""Do not continue peak-load operation while the temperature trend is rising."", ""severity"": ""high""}",reduce_load,high
ollama-ex-03763,PRS-3763,hydraulic press,quality lab,night,73.6,7.9,5.0,1075,94.3,38.3,400,LUBE-510,operator reports a dry squeal during startup and shutdown,high vibration with poor oil quality,"Machine PRS-3763 is a hydraulic press in the quality lab area on the night shift. Sensors report temperature 73.6 C, vibration 7.9 mm/s, pressure 5.0 bar, rpm 1075, noise 94.3 dB, oil quality 38.3 percent, and 400 hours since service. Error code: LUBE-510. Operator note: operator reports a dry squeal during startup and shutdown. Summary: high vibration with poor oil quality.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PRS-3763
Machine type: hydraulic press
Plant area: quality lab
Shift: night
Temperature C: 73.6
Vibration mm/s: 7.9
Pressure bar: 5.0
RPM: 1075
Noise dB: 94.3
Oil quality percent: 38.3
Hours since service: 400
Error code: LUBE-510
Technician note: operator reports a dry squeal during startup and shutdown
Sensor summary: high vibration with poor oil quality","{""confidence"": 0.88, ""immediate_steps"": [""Alert maintenance before the next long batch."", ""Avoid high-speed operation until lubrication is checked."", ""Listen for repeated squeal during startup and shutdown.""], ""maintenance_plan"": ""Service the bearing lubrication point and check whether the bearing needs replacement."", ""recommended_action"": ""lubricate_bearings"", ""root_cause_hypothesis"": ""Bearing friction is likely increasing temperature, noise, and vibration."", ""safety_note"": ""Follow lockout/tagout before servicing the bearing area."", ""severity"": ""high""}",lubricate_bearings,high
ollama-ex-01287,PRS-1287,hydraulic press,line 1,afternoon,69.0,2.7,5.6,1416,76.1,67.8,368,INFO-145,"quality checks pass, though sensor values are moving away from baseline",watch-list condition,"Machine PRS-1287 is a hydraulic press in the line 1 area on the afternoon shift. Sensors report temperature 69.0 C, vibration 2.7 mm/s, pressure 5.6 bar, rpm 1416, noise 76.1 dB, oil quality 67.8 percent, and 368 hours since service. Error code: INFO-145. Operator note: quality checks pass, though sensor values are moving away from baseline. Summary: watch-list condition.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PRS-1287
Machine type: hydraulic press
Plant area: line 1
Shift: afternoon
Temperature C: 69.0
Vibration mm/s: 2.7
Pressure bar: 5.6
RPM: 1416
Noise dB: 76.1
Oil quality percent: 67.8
Hours since service: 368
Error code: INFO-145
Technician note: quality checks pass, though sensor values are moving away from baseline
Sensor summary: watch-list condition","{""confidence"": 0.85, ""immediate_steps"": [""Notify maintenance planning."", ""Ask the operator to log any repeated noise or quality drift."", ""Avoid increasing load until the inspection is complete.""], ""maintenance_plan"": ""Plan a maintenance review within 24-48 hours and verify whether the drift is mechanical or sensor-related."", ""recommended_action"": ""schedule_inspection"", ""root_cause_hypothesis"": ""The warning pattern suggests degradation that should be checked before it becomes urgent."", ""safety_note"": ""If vibration or temperature rises sharply, stop the machine and reassess the risk."", ""severity"": ""medium""}",schedule_inspection,medium
ollama-ex-01535,CNV-1535,conveyor drive,quality lab,night,70.2,3.1,7.2,1376,71.2,52.0,209,INFO-145,minor drift was noticed across two shifts but production is continuing,planned inspection recommended,"Machine CNV-1535 is a conveyor drive in the quality lab area on the night shift. Sensors report temperature 70.2 C, vibration 3.1 mm/s, pressure 7.2 bar, rpm 1376, noise 71.2 dB, oil quality 52.0 percent, and 209 hours since service. Error code: INFO-145. Operator note: minor drift was noticed across two shifts but production is continuing. Summary: planned inspection recommended.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNV-1535
Machine type: conveyor drive
Plant area: quality lab
Shift: night
Temperature C: 70.2
Vibration mm/s: 3.1
Pressure bar: 7.2
RPM: 1376
Noise dB: 71.2
Oil quality percent: 52.0
Hours since service: 209
Error code: INFO-145
Technician note: minor drift was noticed across two shifts but production is continuing
Sensor summary: planned inspection recommended","{""confidence"": 0.8, ""immediate_steps"": [""Keep the machine under observation."", ""Add the asset to the next maintenance window."", ""Compare current telemetry with the last three shift logs.""], ""maintenance_plan"": ""Schedule inspection during the next planned downtime and check alignment, guards, belts, and sensor calibration."", ""recommended_action"": ""schedule_inspection"", ""root_cause_hypothesis"": ""The machine may need alignment, cleaning, or a minor adjustment during planned downtime."", ""safety_note"": ""If vibration or temperature rises sharply, stop the machine and reassess the risk."", ""severity"": ""medium""}",schedule_inspection,medium
ollama-ex-00390,CNV-0390,conveyor drive,utilities,morning,49.7,0.9,5.8,1300,63.7,81.2,167,OK,all readings are stable and output quality is within tolerance,no maintenance action required,"Machine CNV-0390 is a conveyor drive in the utilities area on the morning shift. Sensors report temperature 49.7 C, vibration 0.9 mm/s, pressure 5.8 bar, rpm 1300, noise 63.7 dB, oil quality 81.2 percent, and 167 hours since service. Error code: OK. Operator note: all readings are stable and output quality is within tolerance. Summary: no maintenance action required.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNV-0390
Machine type: conveyor drive
Plant area: utilities
Shift: morning
Temperature C: 49.7
Vibration mm/s: 0.9
Pressure bar: 5.8
RPM: 1300
Noise dB: 63.7
Oil quality percent: 81.2
Hours since service: 167
Error code: OK
Technician note: all readings are stable and output quality is within tolerance
Sensor summary: no maintenance action required","{""confidence"": 0.89, ""immediate_steps"": [""Keep current load settings."", ""Confirm product quality at the normal sampling interval."", ""Escalate only if a new warning code appears.""], ""maintenance_plan"": ""Continue standard monitoring and perform the next planned service on schedule."", ""recommended_action"": ""normal_operation"", ""root_cause_hypothesis"": ""The readings match normal operating baselines for this machine type."", ""safety_note"": ""Maintain normal guarding and lockout procedures during routine service."", ""severity"": ""low""}",normal_operation,low
ollama-ex-04316,PKG-4316,packaging line,line 2,morning,120.0,12.5,9.8,2269,111.2,25.3,749,OVERHEAT-999,machine is unsafe to continue until maintenance clears the fault,severe multi-sensor alarm,"Machine PKG-4316 is a packaging line in the line 2 area on the morning shift. Sensors report temperature 120.0 C, vibration 12.5 mm/s, pressure 9.8 bar, rpm 2269, noise 111.2 dB, oil quality 25.3 percent, and 749 hours since service. Error code: OVERHEAT-999. Operator note: machine is unsafe to continue until maintenance clears the fault. Summary: severe multi-sensor alarm.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PKG-4316
Machine type: packaging line
Plant area: line 2
Shift: morning
Temperature C: 120.0
Vibration mm/s: 12.5
Pressure bar: 9.8
RPM: 2269
Noise dB: 111.2
Oil quality percent: 25.3
Hours since service: 749
Error code: OVERHEAT-999
Technician note: machine is unsafe to continue until maintenance clears the fault
Sensor summary: severe multi-sensor alarm","{""confidence"": 0.96, ""immediate_steps"": [""Initiate emergency shutdown."", ""Do not restart the machine."", ""Preserve the alarm state for maintenance investigation.""], ""maintenance_plan"": ""Perform a full maintenance inspection and root-cause review before any restart is authorized."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""Multiple critical sensors exceeded safe operating thresholds."", ""safety_note"": ""Restart requires formal maintenance clearance and standard lockout/tagout controls."", ""severity"": ""critical""}",emergency_shutdown,critical
ollama-ex-03826,MLD-3826,injection molder,utilities,afternoon,71.6,5.7,6.7,1444,84.3,42.7,626,BEARING-240,operator reports a dry squeal during startup and shutdown,dry bearing signature,"Machine MLD-3826 is an injection molder in the utilities area on the afternoon shift. Sensors report temperature 71.6 C, vibration 5.7 mm/s, pressure 6.7 bar, rpm 1444, noise 84.3 dB, oil quality 42.7 percent, and 626 hours since service. Error code: BEARING-240. Operator note: operator reports a dry squeal during startup and shutdown. Summary: dry bearing signature.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: MLD-3826
Machine type: injection molder
Plant area: utilities
Shift: afternoon
Temperature C: 71.6
Vibration mm/s: 5.7
Pressure bar: 6.7
RPM: 1444
Noise dB: 84.3
Oil quality percent: 42.7
Hours since service: 626
Error code: BEARING-240
Technician note: operator reports a dry squeal during startup and shutdown
Sensor summary: dry bearing signature","{""confidence"": 0.91, ""immediate_steps"": [""Alert maintenance before the next long batch."", ""Avoid high-speed operation until lubrication is checked."", ""Listen for repeated squeal during startup and shutdown.""], ""maintenance_plan"": ""Lubricate the bearings, inspect for wear, and trend vibration after restart."", ""recommended_action"": ""lubricate_bearings"", ""root_cause_hypothesis"": ""The readings match a dry or under-lubricated bearing signature."", ""safety_note"": ""Follow lockout/tagout before servicing the bearing area."", ""severity"": ""high""}",lubricate_bearings,high
ollama-ex-04440,MIX-4440,mixing vessel,assembly,night,125.9,11.8,12.6,1983,108.0,10.1,895,CRIT-900,machine is unsafe to continue until maintenance clears the fault,immediate stop required,"Machine MIX-4440 is a mixing vessel in the assembly area on the night shift. Sensors report temperature 125.9 C, vibration 11.8 mm/s, pressure 12.6 bar, rpm 1983, noise 108.0 dB, oil quality 10.1 percent, and 895 hours since service. Error code: CRIT-900. Operator note: machine is unsafe to continue until maintenance clears the fault. Summary: immediate stop required.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: MIX-4440
Machine type: mixing vessel
Plant area: assembly
Shift: night
Temperature C: 125.9
Vibration mm/s: 11.8
Pressure bar: 12.6
RPM: 1983
Noise dB: 108.0
Oil quality percent: 10.1
Hours since service: 895
Error code: CRIT-900
Technician note: machine is unsafe to continue until maintenance clears the fault
Sensor summary: immediate stop required","{""confidence"": 0.9, ""immediate_steps"": [""Initiate emergency shutdown."", ""Do not restart the machine."", ""Preserve the alarm state for maintenance investigation.""], ""maintenance_plan"": ""Perform a full maintenance inspection and root-cause review before any restart is authorized."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""The combination of overheat, severe vibration, and alarm code indicates an unsafe condition."", ""safety_note"": ""Do not attempt to continue production under a critical alarm."", ""severity"": ""critical""}",emergency_shutdown,critical
ollama-ex-01492,PMP-1492,industrial pump,quality lab,night,69.5,2.7,6.4,1425,71.8,66.2,189,INFO-145,minor drift was noticed across two shifts but production is continuing,planned inspection recommended,"Machine PMP-1492 is an industrial pump in the quality lab area on the night shift. Sensors report temperature 69.5 C, vibration 2.7 mm/s, pressure 6.4 bar, rpm 1425, noise 71.8 dB, oil quality 66.2 percent, and 189 hours since service. Error code: INFO-145. Operator note: minor drift was noticed across two shifts but production is continuing. Summary: planned inspection recommended.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PMP-1492
Machine type: industrial pump
Plant area: quality lab
Shift: night
Temperature C: 69.5
Vibration mm/s: 2.7
Pressure bar: 6.4
RPM: 1425
Noise dB: 71.8
Oil quality percent: 66.2
Hours since service: 189
Error code: INFO-145
Technician note: minor drift was noticed across two shifts but production is continuing
Sensor summary: planned inspection recommended","{""confidence"": 0.91, ""immediate_steps"": [""Notify maintenance planning."", ""Ask the operator to log any repeated noise or quality drift."", ""Avoid increasing load until the inspection is complete.""], ""maintenance_plan"": ""Plan a maintenance review within 24-48 hours and verify whether the drift is mechanical or sensor-related."", ""recommended_action"": ""schedule_inspection"", ""root_cause_hypothesis"": ""The warning pattern suggests degradation that should be checked before it becomes urgent."", ""safety_note"": ""If vibration or temperature rises sharply, stop the machine and reassess the risk."", ""severity"": ""medium""}",schedule_inspection,medium
ollama-ex-04074,CNC-4074,CNC mill,line 2,night,119.8,8.5,11.2,2187,104.9,13.7,668,E-STOP-777,machine is unsafe to continue until maintenance clears the fault,shutdown threshold exceeded,"Machine CNC-4074 is a CNC mill in the line 2 area on the night shift. Sensors report temperature 119.8 C, vibration 8.5 mm/s, pressure 11.2 bar, rpm 2187, noise 104.9 dB, oil quality 13.7 percent, and 668 hours since service. Error code: E-STOP-777. Operator note: machine is unsafe to continue until maintenance clears the fault. Summary: shutdown threshold exceeded.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNC-4074
Machine type: CNC mill
Plant area: line 2
Shift: night
Temperature C: 119.8
Vibration mm/s: 8.5
Pressure bar: 11.2
RPM: 2187
Noise dB: 104.9
Oil quality percent: 13.7
Hours since service: 668
Error code: E-STOP-777
Technician note: machine is unsafe to continue until maintenance clears the fault
Sensor summary: shutdown threshold exceeded","{""confidence"": 0.94, ""immediate_steps"": [""Stop the machine immediately using the approved shutdown procedure."", ""Keep personnel clear of the asset."", ""Escalate to maintenance and safety leadership.""], ""maintenance_plan"": ""Perform a full maintenance inspection and root-cause review before any restart is authorized."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""The telemetry shows a high-risk failure mode that requires immediate shutdown."", ""safety_note"": ""Do not attempt to continue production under a critical alarm."", ""severity"": ""critical""}",emergency_shutdown,critical
ollama-ex-04045,PMP-4045,industrial pump,line 1,night,117.5,10.5,10.7,1994,106.1,23.5,881,VIB-999,critical alarm is active and the operator reports visible shaking,critical unsafe condition,"Machine PMP-4045 is an industrial pump in the line 1 area on the night shift. Sensors report temperature 117.5 C, vibration 10.5 mm/s, pressure 10.7 bar, rpm 1994, noise 106.1 dB, oil quality 23.5 percent, and 881 hours since service. Error code: VIB-999. Operator note: critical alarm is active and the operator reports visible shaking. Summary: critical unsafe condition.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PMP-4045
Machine type: industrial pump
Plant area: line 1
Shift: night
Temperature C: 117.5
Vibration mm/s: 10.5
Pressure bar: 10.7
RPM: 1994
Noise dB: 106.1
Oil quality percent: 23.5
Hours since service: 881
Error code: VIB-999
Technician note: critical alarm is active and the operator reports visible shaking
Sensor summary: critical unsafe condition","{""confidence"": 0.97, ""immediate_steps"": [""Initiate emergency shutdown."", ""Do not restart the machine."", ""Preserve the alarm state for maintenance investigation.""], ""maintenance_plan"": ""Perform a full maintenance inspection and root-cause review before any restart is authorized."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""Multiple critical sensors exceeded safe operating thresholds."", ""safety_note"": ""Restart requires formal maintenance clearance and standard lockout/tagout controls."", ""severity"": ""critical""}",emergency_shutdown,critical
ollama-ex-00421,CMP-0421,compressor,warehouse,morning,62.7,1.6,5.4,1358,58.8,73.2,135,OK,operator confirms normal startup and steady throughput,no maintenance action required,"Machine CMP-0421 is a compressor in the warehouse area on the morning shift. Sensors report temperature 62.7 C, vibration 1.6 mm/s, pressure 5.4 bar, rpm 1358, noise 58.8 dB, oil quality 73.2 percent, and 135 hours since service. Error code: OK. Operator note: operator confirms normal startup and steady throughput. Summary: no maintenance action required.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CMP-0421
Machine type: compressor
Plant area: warehouse
Shift: morning
Temperature C: 62.7
Vibration mm/s: 1.6
Pressure bar: 5.4
RPM: 1358
Noise dB: 58.8
Oil quality percent: 73.2
Hours since service: 135
Error code: OK
Technician note: operator confirms normal startup and steady throughput
Sensor summary: no maintenance action required","{""confidence"": 0.93, ""immediate_steps"": [""Continue normal production."", ""Record the reading in the shift log."", ""Recheck the machine during the next routine walk-around.""], ""maintenance_plan"": ""No extra maintenance is required; keep the normal preventive maintenance schedule."", ""recommended_action"": ""normal_operation"", ""root_cause_hypothesis"": ""The readings match normal operating baselines for this machine type."", ""safety_note"": ""Maintain normal guarding and lockout procedures during routine service."", ""severity"": ""low""}",normal_operation,low
ollama-ex-01716,CNC-1716,CNC mill,warehouse,night,90.0,4.8,8.7,1557,82.5,63.3,310,LOAD-330,elevated temperature appears during long continuous batches,stress pattern during peak operation,"Machine CNC-1716 is a CNC mill in the warehouse area on the night shift. Sensors report temperature 90.0 C, vibration 4.8 mm/s, pressure 8.7 bar, rpm 1557, noise 82.5 dB, oil quality 63.3 percent, and 310 hours since service. Error code: LOAD-330. Operator note: elevated temperature appears during long continuous batches. Summary: stress pattern during peak operation.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNC-1716
Machine type: CNC mill
Plant area: warehouse
Shift: night
Temperature C: 90.0
Vibration mm/s: 4.8
Pressure bar: 8.7
RPM: 1557
Noise dB: 82.5
Oil quality percent: 63.3
Hours since service: 310
Error code: LOAD-330
Technician note: elevated temperature appears during long continuous batches
Sensor summary: stress pattern during peak operation","{""confidence"": 0.94, ""immediate_steps"": [""Reduce feed rate or duty cycle immediately."", ""Monitor temperature for the next 15 minutes."", ""Notify the shift lead if temperature does not trend down.""], ""maintenance_plan"": ""Inspect the cooling path and drive system after the machine stabilizes at a lower load."", ""recommended_action"": ""reduce_load"", ""root_cause_hypothesis"": ""The machine is likely being pushed beyond a safe continuous operating load."", ""safety_note"": ""Do not continue peak-load operation while the temperature trend is rising."", ""severity"": ""high""}",reduce_load,high
ollama-ex-02211,WLD-2211,robotic welder,warehouse,night,88.5,4.8,8.0,1733,80.8,63.8,214,LOAD-330,drive current is high while pressure and rpm remain above normal,high load condition,"Machine WLD-2211 is a robotic welder in the warehouse area on the night shift. Sensors report temperature 88.5 C, vibration 4.8 mm/s, pressure 8.0 bar, rpm 1733, noise 80.8 dB, oil quality 63.8 percent, and 214 hours since service. Error code: LOAD-330. Operator note: drive current is high while pressure and rpm remain above normal. Summary: high load condition.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: WLD-2211
Machine type: robotic welder
Plant area: warehouse
Shift: night
Temperature C: 88.5
Vibration mm/s: 4.8
Pressure bar: 8.0
RPM: 1733
Noise dB: 80.8
Oil quality percent: 63.8
Hours since service: 214
Error code: LOAD-330
Technician note: drive current is high while pressure and rpm remain above normal
Sensor summary: high load condition","{""confidence"": 0.84, ""immediate_steps"": [""Reduce feed rate or duty cycle immediately."", ""Monitor temperature for the next 15 minutes."", ""Notify the shift lead if temperature does not trend down.""], ""maintenance_plan"": ""Inspect the cooling path and drive system after the machine stabilizes at a lower load."", ""recommended_action"": ""reduce_load"", ""root_cause_hypothesis"": ""The machine is likely being pushed beyond a safe continuous operating load."", ""safety_note"": ""Stop the machine if temperature or vibration crosses the critical shutdown threshold."", ""severity"": ""high""}",reduce_load,high
ollama-ex-03453,OVN-3453,thermal oven,line 1,night,82.4,6.6,7.5,1411,88.5,19.4,476,VIB-610,oil quality is low and bearing temperature is above normal,bearing lubrication needed,"Machine OVN-3453 is a thermal oven in the line 1 area on the night shift. Sensors report temperature 82.4 C, vibration 6.6 mm/s, pressure 7.5 bar, rpm 1411, noise 88.5 dB, oil quality 19.4 percent, and 476 hours since service. Error code: VIB-610. Operator note: oil quality is low and bearing temperature is above normal. Summary: bearing lubrication needed.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: OVN-3453
Machine type: thermal oven
Plant area: line 1
Shift: night
Temperature C: 82.4
Vibration mm/s: 6.6
Pressure bar: 7.5
RPM: 1411
Noise dB: 88.5
Oil quality percent: 19.4
Hours since service: 476
Error code: VIB-610
Technician note: oil quality is low and bearing temperature is above normal
Sensor summary: bearing lubrication needed","{""confidence"": 0.91, ""immediate_steps"": [""Alert maintenance before the next long batch."", ""Avoid high-speed operation until lubrication is checked."", ""Listen for repeated squeal during startup and shutdown.""], ""maintenance_plan"": ""Lubricate the bearings, inspect for wear, and trend vibration after restart."", ""recommended_action"": ""lubricate_bearings"", ""root_cause_hypothesis"": ""The high vibration and low oil quality suggest bearing lubrication breakdown."", ""safety_note"": ""Follow lockout/tagout before servicing the bearing area."", ""severity"": ""high""}",lubricate_bearings,high
ollama-ex-02456,PMP-2456,industrial pump,line 2,afternoon,74.8,2.1,3.1,1143,65.8,70.0,479,FILTER-420,operator reports reduced flow after the last material changeover,pressure drop around intake,"Machine PMP-2456 is an industrial pump in the line 2 area on the afternoon shift. Sensors report temperature 74.8 C, vibration 2.1 mm/s, pressure 3.1 bar, rpm 1143, noise 65.8 dB, oil quality 70.0 percent, and 479 hours since service. Error code: FILTER-420. Operator note: operator reports reduced flow after the last material changeover. Summary: pressure drop around intake.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PMP-2456
Machine type: industrial pump
Plant area: line 2
Shift: afternoon
Temperature C: 74.8
Vibration mm/s: 2.1
Pressure bar: 3.1
RPM: 1143
Noise dB: 65.8
Oil quality percent: 70.0
Hours since service: 479
Error code: FILTER-420
Technician note: operator reports reduced flow after the last material changeover
Sensor summary: pressure drop around intake","{""confidence"": 0.81, ""immediate_steps"": [""Check upstream flow and pressure readings."", ""Confirm the filter part number."", ""Replace the filter at the next safe stop.""], ""maintenance_plan"": ""Replace the filter, inspect the housing seal, and verify that pressure returns to the normal range."", ""recommended_action"": ""replace_filter"", ""root_cause_hypothesis"": ""The telemetry suggests the intake filter is limiting flow through the machine."", ""safety_note"": ""Do not bypass the filter interlock to keep production running."", ""severity"": ""medium""}",replace_filter,medium
ollama-ex-02441,PKG-2441,packaging line,line 2,morning,74.0,2.9,3.4,1271,69.0,40.1,361,FILTER-420,pressure drop is consistent with a clogged intake filter,pressure drop around intake,"Machine PKG-2441 is a packaging line in the line 2 area on the morning shift. Sensors report temperature 74.0 C, vibration 2.9 mm/s, pressure 3.4 bar, rpm 1271, noise 69.0 dB, oil quality 40.1 percent, and 361 hours since service. Error code: FILTER-420. Operator note: pressure drop is consistent with a clogged intake filter. Summary: pressure drop around intake.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PKG-2441
Machine type: packaging line
Plant area: line 2
Shift: morning
Temperature C: 74.0
Vibration mm/s: 2.9
Pressure bar: 3.4
RPM: 1271
Noise dB: 69.0
Oil quality percent: 40.1
Hours since service: 361
Error code: FILTER-420
Technician note: pressure drop is consistent with a clogged intake filter
Sensor summary: pressure drop around intake","{""confidence"": 0.8, ""immediate_steps"": [""Reduce throughput if product quality starts drifting."", ""Inspect the filter indicator and intake housing."", ""Prepare a replacement filter before the next batch.""], ""maintenance_plan"": ""Replace the filter, inspect the housing seal, and verify that pressure returns to the normal range."", ""recommended_action"": ""replace_filter"", ""root_cause_hypothesis"": ""The pressure drop is more consistent with filter restriction than a drive fault."", ""safety_note"": ""Depressurize the system before opening the filter housing."", ""severity"": ""medium""}",replace_filter,medium
